      1,          15.,          30.,           0.
      2,          -5.,          30.,           0.
      3,           5.,          20.,           0.
      4,           5.,         -10.,           0.
      5,         -25.,         -10.,           0.
      6,  -26.9134178,  -9.61939812,           0.
      7,  -28.5355339,  -8.53553391,           0.
      8,  -29.6193981,  -6.91341734,           0.
      9,         -30.,          -5.,           0.
     10,  -29.6193981,   -3.0865829,           0.
     11,  -28.5355339,  -1.46446609,           0.
     12,  -26.9134178,  -0.38060233,           0.
     13,         -25.,           0.,           0.
     14,          -5.,           0.,           0.
     15,          13.,          30.,           0.
     16,          11.,          30.,           0.
     17,           9.,          30.,           0.
     18,           7.,          30.,           0.
     19,           5.,          30.,           0.
     20,           3.,          30.,           0.
     21,           1.,          30.,           0.
     22,          -1.,          30.,           0.
     23,          -3.,          30.,           0.
     24,   6.42857122,   21.4285717,           0.
     25,   7.85714293,   22.8571434,           0.
     26,   9.28571415,   24.2857151,           0.
     27,   10.7142859,   25.7142849,           0.
     28,   12.1428576,   27.1428566,           0.
     29,   13.5714283,   28.5714283,           0.
     30,           5.,          18.,           0.
     31,           5.,          16.,           0.
     32,           5.,          14.,           0.
     33,           5.,          12.,           0.
     34,           5.,          10.,           0.
     35,           5.,           8.,           0.
     36,           5.,           6.,           0.
     37,           5.,           4.,           0.
     38,           5.,           2.,           0.
     39,           5.,           0.,           0.
     40,           5.,          -2.,           0.
     41,           5.,          -4.,           0.
     42,           5.,          -6.,           0.
     43,           5.,          -8.,           0.
     44,           3.,         -10.,           0.
     45,           1.,         -10.,           0.
     46,          -1.,         -10.,           0.
     47,          -3.,         -10.,           0.
     48,          -5.,         -10.,           0.
     49,          -7.,         -10.,           0.
     50,          -9.,         -10.,           0.
     51,         -11.,         -10.,           0.
     52,         -13.,         -10.,           0.
     53,         -15.,         -10.,           0.
     54,         -17.,         -10.,           0.
     55,         -19.,         -10.,           0.
     56,         -21.,         -10.,           0.
     57,         -23.,         -10.,           0.
     58,          -7.,           0.,           0.
     59,          -9.,           0.,           0.
     60,         -11.,           0.,           0.
     61,         -13.,           0.,           0.
     62,         -15.,           0.,           0.
     63,         -17.,           0.,           0.
     64,         -19.,           0.,           0.
     65,         -21.,           0.,           0.
     66,         -23.,           0.,           0.
     67,          -5.,          28.,           0.
     68,          -5.,          26.,           0.
     69,          -5.,          24.,           0.
     70,          -5.,          22.,           0.
     71,          -5.,          20.,           0.
     72,          -5.,          18.,           0.
     73,          -5.,          16.,           0.
     74,          -5.,          14.,           0.
     75,          -5.,          12.,           0.
     76,          -5.,          10.,           0.
     77,          -5.,           8.,           0.
     78,          -5.,           6.,           0.
     79,          -5.,           4.,           0.
     80,          -5.,           2.,           0.
     81,  -25.9871254,  -7.91282892,           0.
     82,  -27.2089272,  -7.22517633,           0.
     83,  -26.6474552,   -5.3933568,           0.
     84,  -26.9874706,  -4.19447088,           0.
     85,    3.5663178,   18.1858082,           0.
